15,0.999954128440367,1,130722.5974809529,0,130254
30,0.7052293577981651,0,-7206,0,4900
26,0.6709633027522935,0,-48438.18203146314,0,6304
23,0.6509633027522935,0,52299.09086239969,0,38210
32,0.6432568807339449,0,73369.25,0,87828
2,0.6238073394495413,0,-28625.6363688249,0,-4600
38,0.6084403669724771,0,101927.9054954576,0,80418
25,0.6044495412844036,0,43206.95830632179,0,21788
37,0.5943119266055046,0,30676.72729160582,0,18198
24,0.5798623853211009,0,38308.4279781466,0,51000
4,0.5777522935779816,0,-26404.98739761254,0,-6856
14,0.5601376146788991,0,-32955.29704560114,0,1118
5,0.5573394495412844,0,-30814.09209604617,0,-3982
13,0.5571100917431193,0,-31967.20939852941,0,-1048
12,0.556559633027523,0,-31844.70718646688,0,-1700
10,0.5561926605504587,0,-31249.76476823038,0,-3122
11,0.5555045871559633,0,-31537.85554637681,0,-2312
6,0.551559633027523,0,-30829.77021586919,0,-3978
7,0.5457339449541284,0,-30582.00015917495,0,-3866
8,0.5443577981651376,0,-30584.43696422941,0,-3860
9,0.5439449541284403,0,-30723.44838803781,0,-3882
33,0.5374770642201835,0,-76947.40705601653,0,-72902
16,0.5287614678899083,0,139433.609534517,0,135526
3,0.5277522935779817,0,-28404.67602608333,0,-4986
39,0.5165137614678899,0,-10215.96166504994,0,9714
27,0.5163302752293578,0,-47680.96708621795,0,-7618
17,0.5110091743119266,0,96708.31870421785,0,97748
28,0.5070183486238532,0,34512.9997990175,0,8206
31,0.5048165137614679,0,-20282.44460566629,0,-19908
19,0.5040825688073395,0,72909.49794259918,0,72466
41,0.5019724770642202,0,-10316.52174153932,0,10520
43,0.5005963302752293,0,106539.288228583,0,61042
47,0.5,0,32158.80421403268,0,-2818
46,0.5,0,30272.49532854862,0,-3972
45,0.5,0,-14161.82331356032,0,-15110
44,0.5,0,-14574.44952018842,0,-15110
22,0.5,0,68024.66883668795,0,30298
21,0.5,0,93533.73661034489,0,57818
20,0.5,0,83629.82461990857,0,43974
18,0.5,0,99201.64938045479,0,58840
42,0.499954128440367,0,-15501.22068269861,0,13016
36,0.499954128440367,0,-10740.36403960956,0,11384
34,0.499954128440367,0,-11050.39995585174,0,11164
1,0.499954128440367,0,-10888.17472757162,0,10888
40,0.4995412844036697,0,9040,0,-8966
35,0.4993577981651376,0,-14238,0,13762
29,0.4991743119266055,0,-29920.79065674141,0,-7048
